"Country Name","Country Code","Indicator Name","Indicator Code","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Kyrgyz Republic, Issyk-kul","KGZ_Issyk-kul_KG.IK_1752_KGZ008","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic, Issyk-kul","KGZ_Issyk-kul_KG.IK_1752_KGZ008","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic, Jalal-Abad","KGZ_Jalal-Abad_KG.JA_1748_KGZ003","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","37","","45.3","55.7","46.4",
"Kyrgyz Republic, Jalal-Abad","KGZ_Jalal-Abad_KG.JA_1748_KGZ003","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic, Jalal-Abad","KGZ_Jalal-Abad_KG.JA_1748_KGZ003","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic, Naryn","KGZ_Naryn_KG.NA_1749_KGZ005","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","44","","49.9","39.9","43.8",
"Kyrgyz Republic, Naryn","KGZ_Naryn_KG.NA_1749_KGZ005","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic, Naryn","KGZ_Naryn_KG.NA_1749_KGZ005","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic, Osh","KGZ_Osh_KG.OS_1750_KGZ006","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","38","","44.7","51.4","43.4",
"Kyrgyz Republic, Osh","KGZ_Osh_KG.OS_1750_KGZ006","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic, Osh","KGZ_Osh_KG.OS_1750_KGZ006","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic, Talas","KGZ_Talas_KG.TL_1751_KGZ007","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","33","","50.2","39.6","23.1",
"Kyrgyz Republic, Talas","KGZ_Talas_KG.TL_1751_KGZ007","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic, Talas","KGZ_Talas_KG.TL_1751_KGZ007","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Attapu","LAO_Attapu_LA.AT_1753_LAO001","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","44","","","","","","24.6","","","","","8.9",
"Lao PDR, Attapu","LAO_Attapu_LA.AT_1753_LAO001","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Attapu","LAO_Attapu_LA.AT_1753_LAO001","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Bokeo","LAO_Bokeo_LA.BK_1754_LAO002","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","21.1","","","","","","32.6","","","","","44.4",
"Lao PDR, Bokeo","LAO_Bokeo_LA.BK_1754_LAO002","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Bokeo","LAO_Bokeo_LA.BK_1754_LAO002","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Bolikhamxai","LAO_Bolikhamxai_LA.BL_1755_LAO003","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","28.7","","","","","","21.5","","","","","16.4",
"Lao PDR, Bolikhamxai","LAO_Bolikhamxai_LA.BL_1755_LAO003","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Bolikhamxai","LAO_Bolikhamxai_LA.BL_1755_LAO003","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Champasak","LAO_Champasak_LA.CH_1756_LAO004","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","18.4","","","","","","10","","","","","19.9",
"Lao PDR, Champasak","LAO_Champasak_LA.CH_1756_LAO004","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Champasak","LAO_Champasak_LA.CH_1756_LAO004","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Houaphan","LAO_Houaphan_LA.HO_1757_LAO005","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","51.5","","","","","","50.5","","","","","39.2",
"Lao PDR, Houaphan","LAO_Houaphan_LA.HO_1757_LAO005","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Houaphan","LAO_Houaphan_LA.HO_1757_LAO005","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Khammouan","LAO_Khammouan_LA.KH_1758_LAO006","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","33.7","","","","","","31.4","","","","","26.4",
"Lao PDR, Khammouan","LAO_Khammouan_LA.KH_1758_LAO006","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Khammouan","LAO_Khammouan_LA.KH_1758_LAO006","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Louang-Namtha","LAO_Louang-Namtha_LA.LN_1760_LAO007","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","22.8","","","","","","30.5","","","","","16.1",
"Lao PDR, Louang-Namtha","LAO_Louang-Namtha_LA.LN_1760_LAO007","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Louang-Namtha","LAO_Louang-Namtha_LA.LN_1760_LAO007","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Louangphabang","LAO_Louangphabang_LA.LO_1759_LAO008","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","39.5","","","","","","27.2","","","","","25.5",
"Lao PDR, Louangphabang","LAO_Louangphabang_LA.LO_1759_LAO008","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Louangphabang","LAO_Louangphabang_LA.LO_1759_LAO008","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Oudomxai","LAO_Oudomxai_LA.OU_1761_LAO009","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","45.1","","","","","","33.7","","","","","30.1",
"Lao PDR, Oudomxai","LAO_Oudomxai_LA.OU_1761_LAO009","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Oudomxai","LAO_Oudomxai_LA.OU_1761_LAO009","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Phongsaly","LAO_Phongsaly_18700","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","50.8","","","","","","46","","","","","12.3",
"Lao PDR, Phongsaly","LAO_Phongsaly_18700","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Phongsaly","LAO_Phongsaly_18700","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Saravane","LAO_Saravane_18707","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","54.3","","","","","","36.3","","","","","49.8",
"Lao PDR, Saravane","LAO_Saravane_18707","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Saravane","LAO_Saravane_18707","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Savannakhet","LAO_Savannakhet_LA.SV_1764_LAO012","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","43.1","","","","","","28.5","","","","","27.9",
"Lao PDR, Savannakhet","LAO_Savannakhet_LA.SV_1764_LAO012","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Savannakhet","LAO_Savannakhet_LA.SV_1764_LAO012","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Vientiane","LAO_Vientiane_LA.VI_74346_LAO021","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","19","","","","","","27.8","","","","","12",
"Lao PDR, Vientiane","LAO_Vientiane_LA.VI_74346_LAO021","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Vientiane","LAO_Vientiane_LA.VI_74346_LAO021","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Vientiane capital","LAO_Vientiane_capital_LA.VC_1768_LAO014","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","16.7","","","","","","15.2","","","","","5.9",
"Lao PDR, Vientiane capital","LAO_Vientiane_capital_LA.VC_1768_LAO014","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Vientiane capital","LAO_Vientiane_capital_LA.VC_1768_LAO014","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Xayabury","LAO_Xayabury_18731","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","25","","","","","","15.7","","","","","15.4",
"Lao PDR, Xayabury","LAO_Xayabury_18731","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Xayabury","LAO_Xayabury_18731","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Xaysomboun","LAO_Xaysomboun_74348","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","30.6","","","","","","46.1","","","","","",
"Lao PDR, Xaysomboun","LAO_Xaysomboun_74348","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Xaysomboun","LAO_Xaysomboun_74348","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Xekong","LAO_Xekong_LA.XE_1766_LAO017","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","41.8","","","","","","51.8","","","","","42.7",
"Lao PDR, Xekong","LAO_Xekong_LA.XE_1766_LAO017","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Xekong","LAO_Xekong_LA.XE_1766_LAO017","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Xiangkhouang","LAO_Xiangkhouang_LA.XI_74347_LAO022","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","41.6","","","","","","42","","","","","31.9",
"Lao PDR, Xiangkhouang","LAO_Xiangkhouang_LA.XI_74347_LAO022","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lao PDR, Xiangkhouang","LAO_Xiangkhouang_LA.XI_74347_LAO022","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lebanon, Beirut","LBN_Beirut_LB.BY_1798_LBN002","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","5.9","","","","","","","","",
"Lebanon, Beirut","LBN_Beirut_LB.BY_1798_LBN002","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lebanon, Beirut","LBN_Beirut_LB.BY_1798_LBN002","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lebanon, Bekaa","LBN_Bekaa_LB.BE_1797_LBN001","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","29.4","","","","","","","","",
"Lebanon, Bekaa","LBN_Bekaa_LB.BE_1797_LBN001","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lebanon, Bekaa","LBN_Bekaa_LB.BE_1797_LBN001","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lebanon, Mount Lebanon","LBN_Mount_Lebanon_LB.ML_1801_LBN005","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","19.6","","","","","","","","",
"Lebanon, Mount Lebanon","LBN_Mount_Lebanon_LB.ML_1801_LBN005","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lebanon, Mount Lebanon","LBN_Mount_Lebanon_LB.ML_1801_LBN005","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lebanon, Nabatiye","LBN_Nabatiye_LB.NA_1802_LBN006","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","19.2","","","","","","","","",
"Lebanon, Nabatiye","LBN_Nabatiye_LB.NA_1802_LBN006","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lebanon, Nabatiye","LBN_Nabatiye_LB.NA_1802_LBN006","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lebanon, North","LBN_North_LB.NO_1799_LBN003","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","52.6","","","","","","","","",
"Lebanon, North","LBN_North_LB.NO_1799_LBN003","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lebanon, North","LBN_North_LB.NO_1799_LBN003","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Lebanon, South","LBN_South_LB.SO_1800_LBN004","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","42.2","","","","","","","","",
"Lebanon, South","LBN_South_LB.SO_1800_LBN004","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Lebanon, South","LBN_South_LB.SO_1800_LBN004","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Liberia, Bomi","LBR_Bomi_LR.BM_1814_LBR001","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","75.8","","","","","","",
"Liberia, Bomi","LBR_Bomi_LR.BM_1814_LBR001","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Liberia, Bomi","LBR_Bomi_LR.BM_1814_LBR001","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Liberia, Bong","LBR_Bong_LR.BG_1815_LBR002","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","63.2","","","","","","",
"Liberia, Bong","LBR_Bong_LR.BG_1815_LBR002","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Liberia, Bong","LBR_Bong_LR.BG_1815_LBR002","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Liberia, Gbarpolu","LBR_Gbarpolu_LR.GP_1816_LBR003","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","68.2","","","","","","",
"Liberia, Gbarpolu","LBR_Gbarpolu_LR.GP_1816_LBR003","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Liberia, Gbarpolu","LBR_Gbarpolu_LR.GP_1816_LBR003","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Liberia, Grand Bassa","LBR_Grand_Bassa_LR.GB_1817_LBR004","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","58.6","","","","","","",
"Liberia, Grand Bassa","LBR_Grand_Bassa_LR.GB_1817_LBR004","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Liberia, Grand Bassa","LBR_Grand_Bassa_LR.GB_1817_LBR004","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Liberia, Grand Cape Mount","LBR_Grand_Cape_Mount_LR.CM_1818_LBR005","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","79.7","","","","","","",
"Liberia, Grand Cape Mount","LBR_Grand_Cape_Mount_LR.CM_1818_LBR005","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Liberia, Grand Cape Mount","LBR_Grand_Cape_Mount_LR.CM_1818_LBR005","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Liberia, Grand Gedeh","LBR_Grand_Gedeh_LR.GD_1819_LBR006","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","79.5","","","","","","",
"Liberia, Grand Gedeh","LBR_Grand_Gedeh_LR.GD_1819_LBR006","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Liberia, Grand Gedeh","LBR_Grand_Gedeh_LR.GD_1819_LBR006","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Liberia, Grand Kru","LBR_Grand_Kru_LR.GK_1820_LBR007","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","71.3","","","","","","",
"Liberia, Grand Kru","LBR_Grand_Kru_LR.GK_1820_LBR007","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Liberia, Grand Kru","LBR_Grand_Kru_LR.GK_1820_LBR007","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Liberia, Greater Monrovia","LBR_Greater_Monrovia_147290","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","48.5","","","","","","",
"Liberia, Greater Monrovia","LBR_Greater_Monrovia_147290","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Liberia, Greater Monrovia","LBR_Greater_Monrovia_147290","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Liberia, Lofa","LBR_Lofa_LR.LF_1821_LBR008","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","60.1","","","","","","",
"Liberia, Lofa","LBR_Lofa_LR.LF_1821_LBR008","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Liberia, Lofa","LBR_Lofa_LR.LF_1821_LBR008","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Liberia, Margibi","LBR_Margibi_LR.MG_1822_LBR009","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","58.3","","","","","","",
"Liberia, Margibi","LBR_Margibi_LR.MG_1822_LBR009","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Liberia, Margibi","LBR_Margibi_LR.MG_1822_LBR009","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Liberia, Maryland","LBR_Maryland_LR.MY_1823_LBR010","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","58","","","","","","",
"Liberia, Maryland","LBR_Maryland_LR.MY_1823_LBR010","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Liberia, Maryland","LBR_Maryland_LR.MY_1823_LBR010","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Liberia, Montserrado","LBR_MontserrAND_LR.MO_1824_LBR011","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","61","","","","","","",
"Liberia, Montserrado","LBR_MontserrAND_LR.MO_1824_LBR011","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Liberia, Montserrado","LBR_MontserrAND_LR.MO_1824_LBR011","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Liberia, Nimba","LBR_Nimba_LR.NI_1825_LBR012","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","75.4","","","","","","",
"Liberia, Nimba","LBR_Nimba_LR.NI_1825_LBR012","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Liberia, Nimba","LBR_Nimba_LR.NI_1825_LBR012","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Liberia, River Gee","LBR_River_Gee_LR.RG_1827_LBR013","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","68.8","","","","","","",
"Liberia, River Gee","LBR_River_Gee_LR.RG_1827_LBR013","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Liberia, River Gee","LBR_River_Gee_LR.RG_1827_LBR013","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Liberia, Rivercess","LBR_Rivercess_LR.RI_1826_LBR014","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","79.2","","","","","","",
"Liberia, Rivercess","LBR_Rivercess_LR.RI_1826_LBR014","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Liberia, Rivercess","LBR_Rivercess_LR.RI_1826_LBR014","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Liberia, Sinoe","LBR_Sinoe_LR.SI_1828_LBR015","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","77.4","","","","","","",
"Liberia, Sinoe","LBR_Sinoe_LR.SI_1828_LBR015","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Liberia, Sinoe","LBR_Sinoe_LR.SI_1828_LBR015","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sri Lanka, Central","LKA_Central_LK.CE_2736_LKA001","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","9.7","","","",
"Sri Lanka, Central","LKA_Central_LK.CE_2736_LKA001","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sri Lanka, Central","LKA_Central_LK.CE_2736_LKA001","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sri Lanka, Eastern","LKA_Eastern_LK.EA_2737_LKA002","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","14.8","","","",
"Sri Lanka, Eastern","LKA_Eastern_LK.EA_2737_LKA002","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sri Lanka, Eastern","LKA_Eastern_LK.EA_2737_LKA002","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sri Lanka, North Central","LKA_North_Central_LK.NC_2738_LKA003","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","5.7","","","",
"Sri Lanka, North Central","LKA_North_Central_LK.NC_2738_LKA003","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sri Lanka, North Central","LKA_North_Central_LK.NC_2738_LKA003","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sri Lanka, North Western","LKA_North_Western_LK.NW_2739_LKA004","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","11.3","","","",
"Sri Lanka, North Western","LKA_North_Western_LK.NW_2739_LKA004","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sri Lanka, North Western","LKA_North_Western_LK.NW_2739_LKA004","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sri Lanka, Northern","LKA_Northern_LK.NO_2740_LKA005","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","0.28","","","",
"Sri Lanka, Northern","LKA_Northern_LK.NO_2740_LKA005","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sri Lanka, Northern","LKA_Northern_LK.NO_2740_LKA005","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Sri Lanka, Sabaragamuwa","LKA_Sabaragamuwa_LK.SA_2741_LKA006","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","10.6","","","",
"Sri Lanka, Sabaragamuwa","LKA_Sabaragamuwa_LK.SA_2741_LKA006","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Sri Lanka, Sabaragamuwa","LKA_Sabaragamuwa_LK.SA_2741_LKA006","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
