"Country Name","Country Code","Indicator Name","Indicator Code","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Bhutan, Trongsa","BTN_Trongsa_BT.TO_638_BTN017","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Bhutan, Trongsa","BTN_Trongsa_BT.TO_638_BTN017","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Bhutan, Tsirang","BTN_Tsirang_BT.CR_639_BTN018","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","14.8","",
"Bhutan, Tsirang","BTN_Tsirang_BT.CR_639_BTN018","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Bhutan, Tsirang","BTN_Tsirang_BT.CR_639_BTN018","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Bhutan, Wangduephodrang","BTN_Wangduephodrang_BT.WA_640_BTN019","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","10.9","",
"Bhutan, Wangduephodrang","BTN_Wangduephodrang_BT.WA_640_BTN019","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Bhutan, Wangduephodrang","BTN_Wangduephodrang_BT.WA_640_BTN019","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Bhutan, Zhemgang","BTN_Zhemgang_BT.SG_41314_BTN020","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","26.3","",
"Bhutan, Zhemgang","BTN_Zhemgang_BT.SG_41314_BTN020","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Bhutan, Zhemgang","BTN_Zhemgang_BT.SG_41314_BTN020","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Chile, Antofagasta","CHL_Antofagasta_CL.AN_883_CHL001","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","13.4","","","","","","7.3","","","8","","7.5","","",
"Chile, Antofagasta","CHL_Antofagasta_CL.AN_883_CHL001","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Chile, Antofagasta","CHL_Antofagasta_CL.AN_883_CHL001","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Chile, Araucania","CHL_Araucania_CL.AR_884_CHL002","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","32.7","","","","","","20.1","","","27.1","","22.9","","",
"Chile, Araucania","CHL_Araucania_CL.AR_884_CHL002","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Chile, Araucania","CHL_Araucania_CL.AR_884_CHL002","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Chile, Arica","CHL_Arica_12974","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","18.6","","","12.8","","","","",
"Chile, Arica","CHL_Arica_12974","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Chile, Arica","CHL_Arica_12974","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Chile, Atacama","CHL_Atacama_CL.AT_885_CHL003","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","23.9","","","","","","10.5","","","17.5","","13.3","","",
"Chile, Atacama","CHL_Atacama_CL.AT_885_CHL003","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Chile, Atacama","CHL_Atacama_CL.AT_885_CHL003","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Chile, Aysen","CHL_Aysen_CL.AY_886_CHL004","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","14.3","","","","","","9.2","","","15.1","","9.8","","",
"Chile, Aysen","CHL_Aysen_CL.AY_886_CHL004","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Chile, Aysen","CHL_Aysen_CL.AY_886_CHL004","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Chile, Biobio","CHL_Biobio_CL.BO_887_CHL005","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","27.1","","","","","","20.7","","","21","","21.5","","",
"Chile, Biobio","CHL_Biobio_CL.BO_887_CHL005","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Chile, Biobio","CHL_Biobio_CL.BO_887_CHL005","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Chile, Coquimbo","CHL_Coquimbo_CL.CO_888_CHL006","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","24.8","","","","","","15.9","","","16.6","","15.3","","",
"Chile, Coquimbo","CHL_Coquimbo_CL.CO_888_CHL006","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Chile, Coquimbo","CHL_Coquimbo_CL.CO_888_CHL006","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Chile, Libertador Gral. Bernardo O'Higgins","CHL_Libertador_CL.CL_889_CHL007","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","20.9","","","","","","11.4","","","12.8","","10.1","","",
"Chile, Libertador Gral. Bernardo O'Higgins","CHL_Libertador_CL.CL_889_CHL007","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Chile, Libertador Gral. Bernardo O'Higgins","CHL_Libertador_CL.CL_889_CHL007","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Chile, Los Lagos","CHL_Los_Lagos_CL.LL_91501_CHL008","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","25.6","","","","","","11.8","","","14.2","","15.8","","",
"Chile, Los Lagos","CHL_Los_Lagos_CL.LL_91501_CHL008","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Chile, Los Lagos","CHL_Los_Lagos_CL.LL_91501_CHL008","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Chile, Los Rios","CHL_Los_Rios_CL.LR_91504_CHL015","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","","18.8","","","20.4","","","","",
"Chile, Los Rios","CHL_Los_Rios_CL.LR_91504_CHL015","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Chile, Los Rios","CHL_Los_Rios_CL.LR_91504_CHL015","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Chile, Magallanes","CHL_Magallanes_CL.MA_891_CHL014","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","11.1","","","","","","6.3","","","9.1","","5.8","","",
"Chile, Magallanes","CHL_Magallanes_CL.MA_891_CHL014","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Chile, Magallanes","CHL_Magallanes_CL.MA_891_CHL014","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Chile, Maule","CHL_Maule_CL.MU_892_CHL010","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","25.3","","","","","","17.7","","","20.7","","16.2","","",
"Chile, Maule","CHL_Maule_CL.MU_892_CHL010","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Chile, Maule","CHL_Maule_CL.MU_892_CHL010","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Chile, Metropolitana","CHL_Metropolitana_CL.ME_893_CHL011","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","15.1","","","","","","10.6","","","11.5","","11.5","","",
"Chile, Metropolitana","CHL_Metropolitana_CL.ME_893_CHL011","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Chile, Metropolitana","CHL_Metropolitana_CL.ME_893_CHL011","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Chile, Tarapaca","CHL_Tarapaca_CL.TA_91502_CHL013","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","20.8","","","","","","11.8","","","15.8","","14.1","","",
"Chile, Tarapaca","CHL_Tarapaca_CL.TA_91502_CHL013","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Chile, Tarapaca","CHL_Tarapaca_CL.TA_91502_CHL013","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Chile, Valparaiso","CHL_Valparaiso_CL.VA_149630_CHL016","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","18.8","","","","","","15.3","","","15.1","","16.9","","",
"Chile, Valparaiso","CHL_Valparaiso_CL.VA_149630_CHL016","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Chile, Valparaiso","CHL_Valparaiso_CL.VA_149630_CHL016","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Adamaoua","CMR_Adamaoua_CM.AD_815_CMR001","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","48.4","","","","","","52.9","","","","","","",
"Cameroon, Adamaoua","CMR_Adamaoua_CM.AD_815_CMR001","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Adamaoua","CMR_Adamaoua_CM.AD_815_CMR001","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Centre","CMR_Centre_CM.CT_816_CMR002","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","48.2","","","","","","41.2","","","","","","",
"Cameroon, Centre","CMR_Centre_CM.CT_816_CMR002","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Centre","CMR_Centre_CM.CT_816_CMR002","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Est","CMR_Est_CM.ES_817_CMR053","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","44","","","","","","50.4","","","","","","",
"Cameroon, Est","CMR_Est_CM.ES_817_CMR053","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Est","CMR_Est_CM.ES_817_CMR053","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Extreme-Nord","CMR_Extreme-Nord_CM.EN_818_CMR004","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","56.3","","","","","","65.9","","","","","","",
"Cameroon, Extreme-Nord","CMR_Extreme-Nord_CM.EN_818_CMR004","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Extreme-Nord","CMR_Extreme-Nord_CM.EN_818_CMR004","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Littoral","CMR_Littoral_CM.LI_819_CMR008","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","35.5","","","","","","30.8","","","","","","",
"Cameroon, Littoral","CMR_Littoral_CM.LI_819_CMR008","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Littoral","CMR_Littoral_CM.LI_819_CMR008","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Nord","CMR_Nord_CM.NO_820_CMR006","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","50.1","","","","","","63.7","","","","","","",
"Cameroon, Nord","CMR_Nord_CM.NO_820_CMR006","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Nord","CMR_Nord_CM.NO_820_CMR006","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Nord-Ouest","CMR_Nord-Ouest_CM.NW_821_CMR007","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","52.5","","","","","","51","","","","","","",
"Cameroon, Nord-Ouest","CMR_Nord-Ouest_CM.NW_821_CMR007","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Nord-Ouest","CMR_Nord-Ouest_CM.NW_821_CMR007","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Ouest","CMR_Ouest_CM.OU_822_CMR005","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","40.3","","","","","","28.9","","","","","","",
"Cameroon, Ouest","CMR_Ouest_CM.OU_822_CMR005","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Ouest","CMR_Ouest_CM.OU_822_CMR005","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Sud","CMR_Sud_CM.SU_823_CMR009","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","31.5","","","","","","29.3","","","","","","",
"Cameroon, Sud","CMR_Sud_CM.SU_823_CMR009","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Sud","CMR_Sud_CM.SU_823_CMR009","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Sud-Ouest","CMR_Sud-Ouest_CM.SW_824_CMR010","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","33.8","","","","","","27.5","","","","","","",
"Cameroon, Sud-Ouest","CMR_Sud-Ouest_CM.SW_824_CMR010","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Cameroon, Sud-Ouest","CMR_Sud-Ouest_CM.SW_824_CMR010","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Bandundu","COD_Bandundu_ZR.BN_1066_ZAR001","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","89.1","","","","","","","","",
"Congo, Dem. Rep., Bandundu","COD_Bandundu_ZR.BN_1066_ZAR001","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Bandundu","COD_Bandundu_ZR.BN_1066_ZAR001","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Bas-Congo","COD_Bas-Congo_ZR.BC_1067_ZAR002","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","69.8","","","","","","","","",
"Congo, Dem. Rep., Bas-Congo","COD_Bas-Congo_ZR.BC_1067_ZAR002","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Bas-Congo","COD_Bas-Congo_ZR.BC_1067_ZAR002","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Equateur","COD_Equateur_ZR.EQ_1068_ZAR003","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","93.6","","","","","","","","",
"Congo, Dem. Rep., Equateur","COD_Equateur_ZR.EQ_1068_ZAR003","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Equateur","COD_Equateur_ZR.EQ_1068_ZAR003","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Kasai-Occidental","COD_Kasai-Occidental_ZR.KO_1069_ZAR004","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","55.8","","","","","","","","",
"Congo, Dem. Rep., Kasai-Occidental","COD_Kasai-Occidental_ZR.KO_1069_ZAR004","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Kasai-Occidental","COD_Kasai-Occidental_ZR.KO_1069_ZAR004","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Kasai-Oriental","COD_Kasai-Oriental_ZR.KA_1070_ZAR005","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","62.3","","","","","","","","",
"Congo, Dem. Rep., Kasai-Oriental","COD_Kasai-Oriental_ZR.KA_1070_ZAR005","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Kasai-Oriental","COD_Kasai-Oriental_ZR.KA_1070_ZAR005","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Katanga","COD_Katanga_ZR.KT_1071_ZAR006","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","69.1","","","","","","","","",
"Congo, Dem. Rep., Katanga","COD_Katanga_ZR.KT_1071_ZAR006","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Katanga","COD_Katanga_ZR.KT_1071_ZAR006","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Kinshasa","COD_Kinshasa_ZR.KN_1072_ZAR007","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","41.6","","","","","","","","",
"Congo, Dem. Rep., Kinshasa","COD_Kinshasa_ZR.KN_1072_ZAR007","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Kinshasa","COD_Kinshasa_ZR.KN_1072_ZAR007","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Maniema","COD_Maniema_ZR.MA_1073_ZAR008","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","58.5","","","","","","","","",
"Congo, Dem. Rep., Maniema","COD_Maniema_ZR.MA_1073_ZAR008","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Maniema","COD_Maniema_ZR.MA_1073_ZAR008","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Nord-Kivu","COD_Nord-Kivu_ZR.NK_1074_ZAR009","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","72.9","","","","","","","","",
"Congo, Dem. Rep., Nord-Kivu","COD_Nord-Kivu_ZR.NK_1074_ZAR009","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Nord-Kivu","COD_Nord-Kivu_ZR.NK_1074_ZAR009","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Orientale","COD_Orientale_ZR.PO_1075_ZAR010","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","75.5","","","","","","","","",
"Congo, Dem. Rep., Orientale","COD_Orientale_ZR.PO_1075_ZAR010","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Orientale","COD_Orientale_ZR.PO_1075_ZAR010","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Sud-Kivu","COD_Sud-Kivu_ZR.SK_1076_ZAR011","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","","","","84.7","","","","","","","","",
"Congo, Dem. Rep., Sud-Kivu","COD_Sud-Kivu_ZR.SK_1076_ZAR011","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep., Sud-Kivu","COD_Sud-Kivu_ZR.SK_1076_ZAR011","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Antioquia","COL_Antioquia_CO.AN_935_COL002","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","47.9","46.2","44.4","41.8","","","38.3","35.1","31.3","29.3","26.8","",
"Colombia, Antioquia","COL_Antioquia_CO.AN_935_COL002","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Antioquia","COL_Antioquia_CO.AN_935_COL002","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Atlantico","COL_Atlantico_CO.AT_937_COL004","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","50.1","52.4","49.9","48.8","","","48","47.9","43.9","37.8","33.9","",
"Colombia, Atlantico","COL_Atlantico_CO.AT_937_COL004","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Atlantico","COL_Atlantico_CO.AT_937_COL004","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Bogota","COL_Bogota_13914","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","31.8","32.1","28.8","26.6","","","19.7","18.3","15.4","13.1","11.6","",
"Colombia, Bogota","COL_Bogota_13914","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Bogota","COL_Bogota_13914","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Bolivar","COL_Bolivar_CO.BO_938_COL005","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","64.9","53.9","54.8","51.9","","","58.3","57.1","49.4","43.7","44.2","",
"Colombia, Bolivar","COL_Bolivar_CO.BO_938_COL005","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Bolivar","COL_Bolivar_CO.BO_938_COL005","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Boyaca","COL_Boyaca_CO.BY_939_COL006","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","67.1","64.6","63.6","58.3","","","58","48","47.1","39.9","35.6","",
"Colombia, Boyaca","COL_Boyaca_CO.BY_939_COL006","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Boyaca","COL_Boyaca_CO.BY_939_COL006","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Caldas","COL_Caldas_CO.CL_941_COL008","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","46.1","47.3","47.9","43.8","","","42.8","41.7","39.6","36.6","35.4","",
"Colombia, Caldas","COL_Caldas_CO.CL_941_COL008","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Caldas","COL_Caldas_CO.CL_941_COL008","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Caqueta","COL_Caqueta_CO.CQ_942_COL009","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","53","53.6","55.7","53.7","","","47.7","51.6","44.3","40.8","42.1","",
"Colombia, Caqueta","COL_Caqueta_CO.CQ_942_COL009","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Caqueta","COL_Caqueta_CO.CQ_942_COL009","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Cauca","COL_Cauca_CO.CA_944_COL011","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","57.8","62","60","56.1","","","66.4","66.1","64.7","62","62.1","",
"Colombia, Cauca","COL_Cauca_CO.CA_944_COL011","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Cauca","COL_Cauca_CO.CA_944_COL011","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Cesar","COL_Cesar_CO.CE_945_COL012","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","61.9","60.1","59.2","56.2","","","63.2","58.6","53.6","47.2","46.8","",
"Colombia, Cesar","COL_Cesar_CO.CE_945_COL012","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Cesar","COL_Cesar_CO.CE_945_COL012","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
"Colombia, Choco","COL_Choco_CO.CH_946_COL013","Poverty headcount ratio at national poverty line (% of population)","SI.POV.NAHC","","","","","","","67.6","69.2","72.7","74.7","","","73.1","68.3","64.9","64","68","",
"Colombia, Choco","COL_Choco_CO.CH_946_COL013","Poverty headcount ratio at rural poverty line (% of population)","SI.POV.RUHC","","","","","","","","","","","","","","","","","","",
"Colombia, Choco","COL_Choco_CO.CH_946_COL013","Poverty headcount ratio at urban poverty line (% of population)","SI.POV.URHC","","","","","","","","","","","","","","","","","","",
